Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
1309,Thoughtworks,Chicago,other,Illinois,USA,North America,579.0,2023-08-08,5.0,11580.0,11001.0,Other,Post-IPO,748.0,2023,41.8755616,-87.6244212
1310,Blend,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,2023-08-09,19.0,789.0,639.0,Finance,Post-IPO,665.0,2023,37.7792588,-122.4193286
1311,Dealtale,Tel Aviv,other,non,Israel,Asia,70.0,2023-08-09,100.0,70.0,0.0,Sales,Acquired,2.0,2023,32.0852997,34.7818064
1312,SecureWorks,Atlanta,other,Georgia,USA,North America,300.0,2023-08-14,15.0,2000.0,1700.0,Security,Post-IPO,83.0,2023,33.7489924,-84.3902644
1313,AppFolio,Santa Barbara,other,California,USA,North America,149.0,2023-08-17,9.0,1656.0,1507.0,Real Estate,Post-IPO,30.0,2023,34.4221319,-119.702667
1314,StreamElements,Tel Aviv,other,non,Israel,Asia,60.0,2023-08-17,35.0,171.0,111.0,Media,Series B,111.0,2023,32.0852997,34.7818064
1315,Twiga,Nairobi,other,non,Kenya,Africa,283.0,2023-08-20,33.0,858.0,575.0,Food,Series C,157.0,2023,-1.2832533,36.8172449
1316,Getir,London,other,England,UK,Europe,2500.0,2023-08-22,11.0,22727.0,20227.0,Food,Series E,1800.0,2023,51.4893335,-0.144055085
1317,Atlas,Chicago,other,Illinois,USA,North America,150.0,2023-08-23,30.0,500.0,350.0,HR,Series B,220.0,2023,41.8755616,-87.6244212
1318,BlackLine,Los Angeles,other,California,USA,North America,95.0,2023-08-23,5.0,1900.0,1805.0,Finance,Post-IPO,220.0,2023,34.0536909,-118.242766
1319,Veriff,Tallinn,other,non,Estonia,Europe,101.0,2023-08-23,21.0,481.0,380.0,Security,Series C,192.0,2023,59.4372155,24.7453688
1320,Captiv8,San Francisco,San Francisco Bay Area,California,USA,North America,8.0,2023-08-24,3.0,267.0,259.0,Marketing,Unknown,4.0,2023,37.7792588,-122.4193286
1321,Zebra Technologies,Chicago,other,Illinois,USA,North America,700.0,2023-08-28,7.0,10000.0,9300.0,Manufacturing,Post-IPO,,2023,41.8755616,-87.6244212
1322,Huma,London,other,England,UK,Europe,45.0,2023-08-30,10.0,450.0,405.0,Healthcare,Unknown,217.0,2023,51.4893335,-0.144055085
1323,Kenko Health,Mumbai,other,Maharashtra,India,Asia,50.0,2023-08-30,20.0,250.0,200.0,Healthcare,Series A,14.0,2023,19.0785451,72.878176
1324,Omuni,Bengaluru,other,Karnataka,India,Asia,60.0,2023-08-30,35.0,171.0,111.0,Retail,Acquired,10.0,2023,12.98815675,77.62260004
1325,Zeplin,San Francisco,San Francisco Bay Area,California,USA,North America,37.0,2023-08-30,35.0,106.0,69.0,Product,Seed,1.0,2023,37.7792588,-122.4193286
1326,Nexar,New York City,other,New York,USA,North America,17.0,2023-09-04,14.0,121.0,104.0,Transportation,Series D,149.0,2023,40.7127281,-74.0060152
1327,Absci,Portland,Cascadia,Oregon,USA,North America,30.0,2023-09-05,15.0,200.0,170.0,Healthcare,Post-IPO,238.0,2024,45.5202471,-122.674194
1328,Hodinkee,New York City,other,New York,USA,North America,24.0,2023-09-05,20.0,120.0,96.0,Retail,Seed,40.0,2023,40.7127281,-74.0060152
1329,Roku,San Jose,San Francisco Bay Area,California,USA,North America,360.0,2023-09-06,10.0,3600.0,3240.0,Media,Post-IPO,208.0,2023,37.3361663,-121.890591
1330,Drift,Boston,other,Massachusetts,USA,North America,100.0,2023-09-07,25.0,400.0,300.0,Marketing,Acquired,107.0,2023,42.3554334,-71.060511
1331,Chargebee,North Bethesda,San Francisco Bay Area,California,USA,North America,100.0,2023-09-11,10.0,1000.0,900.0,Finance,Series H,468.0,2023,37.773972,-122.431297
1332,Grabango,Berkeley,San Francisco Bay Area,California,USA,North America,34.0,2023-09-11,40.0,85.0,51.0,Food,Unknown,94.0,2023,37.8708393,-122.272863
1333,At-Bay,San Francisco,San Francisco Bay Area,California,USA,North America,27.0,2023-09-12,9.0,300.0,273.0,Security,Unknown,296.0,2023,37.7792588,-122.4193286
1334,Evolve,Denver,other,Colorado,USA,North America,175.0,2023-09-12,20.0,875.0,700.0,Travel,Series F,224.0,2023,39.7392364,-104.984862
1335,Homeday,Berlin,other,Berlin,Germany,Europe,40.0,2023-09-12,20.0,200.0,160.0,Real Estate,Unknown,71.0,2023,52.5170365,13.3888599
1336,Paper,Montreal,other,Quebec,Canada,North America,87.0,2023-09-12,3.0,2900.0,2813.0,Education,Series D,389.0,2023,45.5031824,-73.5698065
1337,Airtable,San Francisco,San Francisco Bay Area,California,USA,North America,237.0,2023-09-14,27.0,878.0,641.0,Product,Series F,1400.0,2023,37.7792588,-122.4193286
1338,VideoAmp,Los Angeles,other,California,USA,North America,40.0,2023-09-14,10.0,400.0,360.0,Marketing,Series F,456.0,2023,34.0536909,-118.242766
1339,7shifts,Saskatoon,other,Saskatchewan,Canada,North America,30.0,2023-09-15,7.0,429.0,399.0,Food,Series C,131.0,2023,52.131802,-106.660767
1340,Lucid Software,Salt Lake City,other,Utah,USA,North America,75.0,2023-09-25,7.0,1071.0,996.0,Other,Series E,170.0,2023,40.7596198,-111.886797
1341,Dunzo,Bengaluru,other,Karnataka,India,Asia,150.0,2023-09-26,30.0,500.0,350.0,Food,Unknown,458.0,2023,12.98815675,77.62260004
1342,Flexe,Seattle,Cascadia,Washington,USA,North America,131.0,2023-09-26,33.0,397.0,266.0,Logistics,Series D,263.0,2023,47.6038321,-122.330062
1343,Fi.Money,Bengaluru,other,Karnataka,India,Asia,30.0,2023-09-27,10.0,300.0,270.0,Finance,Series C,137.0,2023,12.98815675,77.62260004
1344,Epic Gaming,Raleigh,other,North Carolina,USA,North America,870.0,2023-09-28,16.0,5438.0,4568.0,Consumer,Unknown,,2023,35.7803977,-78.6390989
1345,Cowbell,Pleasanton,San Francisco Bay Area,California,USA,North America,28.0,2023-09-29,12.0,233.0,205.0,Finance,Series B,123.0,2023,37.6624312,-121.8746789
1346,Chainalysis,New York City,other,New York,USA,North America,150.0,2023-10-02,15.0,1000.0,850.0,Crypto,Series F,536.0,2023,40.7127281,-74.0060152
1347,Chia Network,San Francisco,San Francisco Bay Area,California,USA,North America,26.0,2023-10-02,37.0,70.0,44.0,Crypto,Series D,70.0,2023,37.7792588,-122.4193286
1348,Synapse,San Francisco,San Francisco Bay Area,California,USA,North America,86.0,2023-10-02,40.0,215.0,129.0,Finance,Series B,50.0,2023,37.7792588,-122.4193286
1349,Hopper,Montreal,other,Quebec,Canada,North America,250.0,2023-10-04,30.0,833.0,583.0,Travel,Unknown,730.0,2023,45.5031824,-73.5698065
1350,Qualtrics,Salt Lake City,other,Utah,USA,North America,780.0,2023-10-04,14.0,5571.0,4791.0,Other,Post-IPO,400.0,2023,40.7596198,-111.886797
1351,Arrival,London,other,England,UK,Europe,200.0,2023-10-05,25.0,800.0,600.0,Transportation,Post-IPO,629.0,2023,51.4893335,-0.144055085
1352,SchoolMint,San Francisco,San Francisco Bay Area,California,USA,North America,29.0,2023-10-05,14.0,207.0,178.0,Education,Acquired,8.0,2023,37.7792588,-122.4193286
1353,InvestCloud,Los Angeles,other,California,USA,North America,80.0,2023-10-06,5.0,1600.0,1520.0,Finance,Private Equity,54.0,2023,34.0536909,-118.242766
1354,Carbon Health,San Francisco,San Francisco Bay Area,California,USA,North America,114.0,2023-10-09,5.0,2280.0,2166.0,Healthcare,Series D,522.0,2023,37.7792588,-122.4193286
1355,Deepgram,San Francisco,San Francisco Bay Area,California,USA,North America,20.0,2023-10-11,20.0,100.0,80.0,AI,Series B,86.0,2023,37.7792588,-122.4193286
1356,Lending Club,San Francisco,San Francisco Bay Area,California,USA,North America,172.0,2023-10-12,14.0,1229.0,1057.0,Finance,Post-IPO,392.0,2023,37.7792588,-122.4193286
1357,MariaDB,Redwood City,San Francisco Bay Area,California,USA,North America,84.0,2023-10-12,28.0,300.0,216.0,Data,Post-IPO,272.0,2023,37.4863239,-122.232523
1358,C2FO,Kansas City,other,Kansas,USA,North America,80.0,2023-10-16,3.0,2667.0,2587.0,Finance,Series H,537.0,2023,39.100105,-94.5781416
1359,LinkedIn,Sunnyvale,San Francisco Bay Area,California,USA,North America,660.0,2023-10-16,3.0,22000.0,21340.0,HR,Acquired,154.0,2023,37.3688301,-122.036349
1360,ManoMano,Paris,other,non,France,Europe,230.0,2023-10-18,25.0,920.0,690.0,Retail,Series F,705.0,2023,48.8588897,2.320041022
1361,WeTranSan Francisco Bay Areaer,Amsterdam,other,non,Netherlands,Europe,35.0,2023-10-18,10.0,350.0,315.0,Other,Series A,64.0,2023,52.3730796,4.8924534
1362,Bullhorn,Boston,other,Massachusetts,USA,North America,140.0,2023-10-19,9.0,1556.0,1416.0,Sales,Acquired,32.0,2023,42.3554334,-71.060511
1363,Convoy,Seattle,Cascadia,Washington,USA,North America,500.0,2023-10-19,100.0,500.0,0.0,Logistics,Series E,1100.0,2023,47.6038321,-122.330062
1364,StellarAlgo,Calgary,other,Alberta,Canada,North America,21.0,2023-10-19,28.0,75.0,54.0,Data,Series A,16.0,2023,51.0456064,-114.057541
1365,Nomad Health,New York City,other,New York,USA,North America,119.0,2023-10-20,17.0,700.0,581.0,Healthcare,Unknown,218.0,2023,40.7127281,-74.0060152
1366,SiFive,Santa Clara,San Francisco Bay Area,California,USA,North America,130.0,2023-10-24,20.0,650.0,520.0,Hardware,Series F,365.0,2023,37.354107,-121.955238
1367,Hippo Insurance,Palo Alto,San Francisco Bay Area,California,USA,North America,120.0,2023-10-26,20.0,600.0,480.0,Finance,Post-IPO,1300.0,2023,37.4443293,-122.1598465
1368,Faire,San Francisco,San Francisco Bay Area,California,USA,North America,250.0,2023-11-01,20.0,1250.0,1000.0,Retail,Series G,1700.0,2023,37.7792588,-122.4193286
1369,Sana Benefits,Austin,other,Texas,USA,North America,73.0,2023-11-01,50.0,146.0,73.0,HR,Series B,106.0,2023,30.2711286,-97.7436995
1370,Splunk,San Jose,San Francisco Bay Area,California,USA,North America,500.0,2023-11-01,7.0,7143.0,6643.0,Data,Post-IPO,2400.0,2023,37.3361663,-121.890591
1371,Beyond Meat,Los Angeles,other,California,USA,North America,65.0,2023-11-02,8.0,813.0,748.0,Food,Post-IPO,122.0,2023,34.0536909,-118.242766
1372,Viasat,San Diego,other,California,USA,North America,800.0,2023-11-02,10.0,8000.0,7200.0,Other,Post-IPO,366.0,2023,32.7174202,-117.162772
1373,TripAdvisor,Boston,other,Massachusetts,USA,North America,125.0,2023-11-12,4.0,3125.0,3000.0,Travel,Post-IPO,3.0,2023,42.3554334,-71.060511
1374,Physics Wallah,Noida,other,Uttar Pradesh,India,Asia,120.0,2023-11-19,1.0,12000.0,11880.0,Education,Series A,100.0,2023,28.5706333,77.3272147
1375,Our Next Energy,Detroit,other,Michigan,USA,North America,128.0,2023-11-27,25.0,512.0,384.0,Transportation,Series B,390.0,2023,42.3315509,-83.0466403
1376,Dataminr,New York City,other,New York,USA,North America,150.0,2023-11-28,20.0,750.0,600.0,AI,Series F,1100.0,2023,40.7127281,-74.0060152
1377,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,265.0,2023-11-28,4.0,6625.0,6360.0,Other,Post-IPO,1300.0,2023,37.7792588,-122.4193286
1378,Loco,Mumbai,other,Maharashtra,India,Asia,40.0,2023-11-30,36.0,111.0,71.0,Consumer,Acquired,52.0,2023,19.0785451,72.878176
1379,Zepz,London,other,England,UK,Europe,30.0,2023-11-30,2.0,1500.0,1470.0,Finance,Series E,700.0,2023,51.4893335,-0.144055085
1380,Spotify,Stockholm,other,non,Sweden,Europe,1500.0,2023-12-04,17.0,9200.0,7700.0,Media,Post-IPO,2100.0,2023,59.3251172,18.0710935
1381,Incredibuild,Tel Aviv,other,non,Israel,Asia,40.0,2023-12-05,20.0,200.0,160.0,Product,Series B,35.0,2023,32.0852997,34.7818064
1382,Navan,Palo Alto,San Francisco Bay Area,California,USA,North America,145.0,2023-12-05,5.0,2900.0,2755.0,Finance,Unknown,,2023,37.4443293,-122.1598465
1383,ZestMoney,Bengaluru,other,Karnataka,India,Asia,150.0,2023-12-05,100.0,150.0,0.0,Finance,Series C,120.0,2023,12.98815675,77.62260004
1384,Zulily,Seattle,Cascadia,Washington,USA,North America,839.0,2023-12-08,100.0,839.0,0.0,Retail,Acquired,194.0,2023,47.6038321,-122.330062
1388,Chipper Cash,San Francisco,San Francisco Bay Area,California,USA,North America,15.0,2023-12-11,33.0,45.0,30.0,Finance,Series C,302.0,2023,37.7792588,-122.4193286
1391,Etsy,New York City,other,New York,USA,North America,225.0,2023-12-13,11.0,2045.0,1820.0,Retail,Post-IPO,97.0,2023,40.7127281,-74.0060152
1396,Invitae,San Francisco,San Francisco Bay Area,California,USA,North America,235.0,2023-12-13,15.0,1567.0,1332.0,Healthcare,Post-IPO,,2023,37.7792588,-122.4193286
1398,Bolt,San Francisco,San Francisco Bay Area,California,USA,North America,130.0,2023-12-14,29.0,450.0,320.0,Finance,Series E,1300.0,2023,37.7792588,-122.4193286
1399,Cruise,San Francisco,San Francisco Bay Area,California,USA,North America,900.0,2023-12-14,24.0,3750.0,2850.0,Transportation,Acquired,15000.0,2023,37.7792588,-122.4193286
1412,Enphase Energy,Fremont,San Francisco Bay Area,California,USA,North America,350.0,2023-12-18,10.0,3500.0,3150.0,Energy,Post-IPO,116.0,2023,37.5482697,-121.988571
1413,Udaan,Bengaluru,other,Karnataka,India,Asia,100.0,2023-12-18,10.0,1000.0,900.0,Retail,Unknown,,2023,12.98815675,77.62260004
1414,InSightec,Haifa,other,non,Israel,Asia,100.0,2023-12-19,20.0,500.0,400.0,Healthcare,Unknown,733.0,2023,32.799313,34.98957172
1417,ShareChat,Bengaluru,other,Karnataka,India,Asia,200.0,2023-12-20,15.0,1333.0,1133.0,Consumer,Series H,1700.0,2023,12.98815675,77.62260004
1424,Frontdesk,Milwaukee,other,Wisconsin,USA,North America,200.0,2024-01-02,100.0,200.0,0.0,Travel,Unknown,26.0,2024,43.0386475,-87.9090751
1426,Lazada Group,Singapore,other,non,Singapore,Asia,100.0,2024-01-03,30.0,333.0,233.0,Retail,Acquired,7.0,2024,1.2899175,103.8519072
1427,Orca Security,Tel Aviv,other,non,Israel,Asia,60.0,2024-01-03,15.0,400.0,340.0,Security,Series C,632.0,2024,32.0852997,34.7818064
1428,Xerox,Norwalk,other,Connecticut,USA,North America,3000.0,2024-01-03,15.0,20000.0,17000.0,Hardware,Post-IPO,27.0,2024,41.1175966,-73.4078968
1430,Trigo,Tel Aviv,other,non,Israel,Asia,30.0,2024-01-04,15.0,200.0,170.0,Retail,Series C,199.0,2024,32.0852997,34.7818064
1432,Cue Health,San Diego,other,California,USA,North America,94.0,2024-01-05,13.0,723.0,629.0,Healthcare,Post-IPO,899.0,2024,32.7174202,-117.162772
1434,NanoString Technology,Seattle,Cascadia,Washington,USA,North America,50.0,2024-01-06,9.0,555.0,505.0,Healthcare,Post-IPO,826.0,2024,47.6038321,-122.330062
1436,BenchSci,Toronto,other,Ontario,Canada,North America,70.0,2024-01-08,17.0,411.0,341.0,Healthcare,Series D,164.0,2024,43.6534817,-79.3839347
1437,Flexe,Seattle,Cascadia,Washington,USA,North America,99.0,2024-01-08,38.0,260.0,161.0,Logistics,Series D,263.0,2024,47.6038321,-122.330062
1438,Flipkart,Bengaluru,other,Karnataka,India,Asia,1100.0,2024-01-08,5.0,22000.0,20900.0,Retail,Acquired,13.0,2024,12.98815675,77.62260004
1443,NuScale Power,Corvallis,other,Oregon,USA,North America,154.0,2024-01-08,28.0,550.0,396.0,Energy,Post-IPO,470.0,2024,44.5645659,-123.2620435
1444,Pitch,Berlin,other,Berlin,Germany,Europe,80.0,2024-01-08,67.0,119.0,39.0,Other,Series B,138.0,2024,52.5170365,13.3888599
1445,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,1800.0,2024-01-08,25.0,7200.0,5400.0,Other,Post-IPO,1.0,2024,37.7792588,-122.4193286
1448,FullStory,Atlanta,other,Georgia,USA,North America,50.0,2024-01-09,10.0,500.0,450.0,Marketing,Unknown,197.0,2024,33.7489924,-84.3902644
1449,Humane,San Francisco,San Francisco Bay Area,California,USA,North America,10.0,2024-01-09,4.0,250.0,240.0,Hardware,Series C,230.0,2024,37.7792588,-122.4193286
1451,Nevro,Redwood City,San Francisco Bay Area,California,USA,North America,63.0,2024-01-09,5.0,1260.0,1197.0,Healthcare,Post-IPO,556.0,2024,37.4863239,-122.232523
1452,Rent the Runway,New York City,other,New York,USA,North America,37.0,2024-01-09,10.0,370.0,333.0,Retail,Post-IPO,526.0,2024,40.7127281,-74.0060152
1453,Treasure Financial,San Francisco,San Francisco Bay Area,California,USA,North America,14.0,2024-01-09,60.0,23.0,9.0,Finance,Series A,14.0,2024,37.7792588,-122.4193286
1455,Twitch,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2024-01-09,35.0,1428.0,928.0,Consumer,Acquired,35.0,2024,37.7792588,-122.4193286
1460,Citrix,Miami,other,Florida,USA,North America,1000.0,2024-01-10,12.0,8333.0,7333.0,Infrastructure,Acquired,20.0,2024,25.7741728,-80.19362
1461,FreshDirect,New York City,other,New York,USA,North America,100.0,2024-01-10,3.0,3333.0,3233.0,Food,Acquired,280.0,2024,40.7127281,-74.0060152
1467,7Shifts,Saskatoon,other,Saskatchewan,Canada,North America,68.0,2024-01-11,19.0,358.0,290.0,Food,Series C,131.0,2024,52.131802,-106.660767
1468,Audible,New York City,other,New York,USA,North America,100.0,2024-01-11,5.0,2000.0,1900.0,Media,Acquired,14.0,2024,40.7127281,-74.0060152
1473,Discord,San Francisco,San Francisco Bay Area,California,USA,North America,170.0,2024-01-11,17.0,1000.0,830.0,Consumer,Series H,995.0,2024,37.7792588,-122.4193286
1474,Inmobi,Bengaluru,other,Karnataka,India,Asia,125.0,2024-01-11,5.0,2500.0,2375.0,Marketing,Unknown,320.0,2024,12.98815675,77.62260004
1476,Playtika,Tel Aviv,other,non,Israel,Asia,300.0,2024-01-11,10.0,3000.0,2700.0,Consumer,Post-IPO,,2024,32.0852997,34.7818064
1477,Sisense,New York City,other,New York,USA,North America,60.0,2024-01-11,13.0,461.0,401.0,Data,Series F,274.0,2024,40.7127281,-74.0060152
1485,First Mode,Seattle,Cascadia,Washington,USA,North America,48.0,2024-01-16,20.0,240.0,192.0,Transportation,Acquired,9.0,2024,47.6038321,-122.330062
1487,SonderMind,Denver,other,Colorado,USA,North America,49.0,2024-01-16,17.0,288.0,239.0,Healthcare,Series C,183.0,2024,39.7392364,-104.984862
1494,Wayfair,Boston,other,Massachusetts,USA,North America,1650.0,2024-01-19,13.0,12692.0,11042.0,Retail,Post-IPO,2.0,2024,42.3554334,-71.060511
1495,SolarEdge,Tel Aviv,other,non,Israel,Asia,900.0,2024-01-21,16.0,5625.0,4725.0,Energy,Post-IPO,155.0,2024,32.0852997,34.7818064
1498,Riot Gaming,Los Angeles,other,California,USA,North America,530.0,2024-01-22,11.0,4818.0,4288.0,Consumer,Acquired,21.0,2024,34.0536909,-118.242766
1501,Brex,San Francisco,San Francisco Bay Area,California,USA,North America,282.0,2024-01-23,20.0,1410.0,1128.0,Finance,Series D,2.0,2024,37.7792588,-122.4193286
1503,eBay,San Francisco,San Francisco Bay Area,California,USA,North America,1000.0,2024-01-23,9.0,11111.0,10111.0,e-commerce,Post-IPO,1.0,2024,37.7792588,-122.4193286
1506,SAP,Walldorf,other,Baden-Würtemberg,Germany,Europe,8000.0,2024-01-23,7.0,114286.0,106286.0,Other,Post-IPO,1.0,2024,49.3038134,8.6433518
1508,Vroom,New York City,other,New York,USA,North America,800.0,2024-01-23,90.0,889.0,89.0,Transportation,Post-IPO,1.0,2024,40.7127281,-74.0060152
1513,Storytel,Stockholm,other,non,Sweden,Europe,80.0,2024-01-24,13.0,615.0,535.0,Media,Post-IPO,275.0,2024,59.3251172,18.0710935
1519,MVPindex,Austin,other,Texas,USA,North America,12.0,2024-01-25,30.0,40.0,28.0,Marketing,Series B,27.0,2024,30.2711286,-97.7436995
1520,Swiggy,Bengaluru,other,Karnataka,India,Asia,400.0,2024-01-25,7.0,5714.0,5314.0,Food,Unknown,4.0,2024,12.98815675,77.62260004
1521,Veho,Boulder,other,Colorado,USA,North America,65.0,2024-01-25,19.0,342.0,277.0,Logistics,Series B,299.0,2024,40.0149856,-105.270545
1524,Salesforce,San Francisco,San Francisco Bay Area,California,USA,North America,700.0,2024-01-26,1.0,70000.0,69300.0,Sales,Post-IPO,65.0,2024,37.7792588,-122.4193286
1526,iRobot,Boston,other,Massachusetts,USA,North America,350.0,2024-01-29,31.0,1129.0,779.0,Consumer,Post-IPO,30.0,2024,42.3554334,-71.060511
1528,Aurora Solar,San Francisco,San Francisco Bay Area,California,USA,North America,111.0,2024-01-30,20.0,555.0,444.0,Energy,Series D,523.0,2024,37.7792588,-122.4193286
1529,Block,San Francisco,San Francisco Bay Area,California,USA,North America,1000.0,2024-01-30,10.0,10000.0,9000.0,Finance,Post-IPO,150.0,2024,37.7792588,-122.4193286
1530,Kiwi.com,Brno,other,non,Czech Republic,Europe,216.0,2024-01-30,18.0,1200.0,984.0,Travel,Unknown,107.0,2024,49.1922443,16.6113382
1532,PayPal,San Jose,San Francisco Bay Area,California,USA,North America,2500.0,2024-01-30,9.0,27778.0,25278.0,Finance,Post-IPO,216.0,2024,37.3361663,-121.890591
1536,Wattpad,Toronto,other,Ontario,Canada,North America,20.0,2024-01-30,10.0,200.0,180.0,Media,Acquired,117.0,2024,43.6534817,-79.3839347
1538,Innoviz,Tel Aviv,other,non,Israel,Asia,60.0,2024-01-31,13.0,462.0,402.0,Transportation,Post-IPO,547.0,2024,32.0852997,34.7818064
1539,Proofpoint,Sunnyvale,San Francisco Bay Area,California,USA,North America,280.0,2024-01-31,6.0,4667.0,4387.0,Security,Acquired,885.0,2024,37.3688301,-122.036349
1546,Okta,San Francisco,San Francisco Bay Area,California,USA,North America,400.0,2024-02-01,7.0,5714.0,5314.0,Security,Post-IPO,1.0,2024,37.7792588,-122.4193286
1547,Polygon,Cayman Islands,other,non,Cayman Islands,North America,60.0,2024-02-01,19.0,316.0,256.0,Crypto,Unknown,451.0,2024,19.70318225,-79.91746272
1548,Zoom,San Jose,San Francisco Bay Area,California,USA,North America,150.0,2024-02-01,2.0,7500.0,7350.0,Other,Post-IPO,276.0,2024,37.3361663,-121.890591
1550,Cue Health,San Diego,other,California,USA,North America,245.0,2024-02-02,30.0,817.0,572.0,Healthcare,Post-IPO,899.0,2024,32.7174202,-117.162772
1552,Top Hat,Toronto,other,Ontario,Canada,North America,35.0,2024-02-02,7.0,500.0,465.0,Education,Series E,234.0,2024,43.6534817,-79.3839347
1556,Drizly,Boston,other,Massachusetts,USA,North America,168.0,2024-02-05,100.0,168.0,0.0,Retail,Acquired,119.0,2024,42.3554334,-71.060511
1557,Impact.com,Los Angeles,other,California,USA,North America,40.0,2024-02-05,3.0,1333.0,1293.0,Sales,Private Equity,361.0,2024,34.0536909,-118.242766
1561,Snap,Los Angeles,other,California,USA,North America,500.0,2024-02-05,10.0,5000.0,4500.0,Consumer,Post-IPO,5.0,2024,34.0536909,-118.242766
1564,DocuSign,San Francisco,San Francisco Bay Area,California,USA,North America,440.0,2024-02-06,6.0,7333.0,6893.0,Sales,Post-IPO,536.0,2024,37.7792588,-122.4193286
1566,Fireblocks,New York City,other,New York,USA,North America,20.0,2024-02-07,3.0,667.0,647.0,Crypto,Series E,1.0,2024,40.7127281,-74.0060152
1572,Otovo,Oslo,other,non,Norway,Europe,65.0,2024-02-08,15.0,433.0,368.0,Energy,Post-IPO,247.0,2024,59.9133301,10.7389701
1574,BlissClub,Bengaluru,other,Karnataka,India,Asia,21.0,2024-02-09,18.0,117.0,96.0,Retail,Series A,20.0,2024,12.98815675,77.62260004
1576,Licious,Bengaluru,other,Karnataka,India,Asia,80.0,2024-02-09,3.0,2667.0,2587.0,Food,Series F,490.0,2024,12.98815675,77.62260004
1577,SiriusXM,New York City,other,New York,USA,North America,160.0,2024-02-12,3.0,5333.0,5173.0,Media,Post-IPO,525.0,2024,40.7127281,-74.0060152
1579,Impinj,Seattle,Cascadia,Washington,USA,North America,50.0,2024-02-13,10.0,500.0,450.0,Other,Post-IPO,137.0,2024,47.6038321,-122.330062
1580,Instacart,San Francisco,San Francisco Bay Area,California,USA,North America,250.0,2024-02-13,7.0,3571.0,3321.0,Food,Post-IPO,3.0,2024,37.7792588,-122.4193286
1581,Mozilla,San Francisco,San Francisco Bay Area,California,USA,North America,60.0,2024-02-13,5.0,1200.0,1140.0,Consumer,Unknown,2.0,2024,37.7792588,-122.4193286
1583,Riskified,New York City,other,New York,USA,North America,40.0,2024-02-13,6.0,667.0,627.0,Retail,Post-IPO,229.0,2024,40.7127281,-74.0060152
1586,Cisco,San Jose,San Francisco Bay Area,California,USA,North America,4250.0,2024-02-14,5.0,85000.0,80750.0,Infrastructure,Post-IPO,2.0,2024,37.3361663,-121.890591
1587,Wint Wealth,Nashik,other,Maharashtra,India,Asia,19.0,2024-02-14,20.0,95.0,76.0,Finance,Series A,16.0,2024,20.0112475,73.7902364
1589,Gro Intelligence,New York City,other,New York,USA,North America,20.0,2024-02-15,10.0,200.0,180.0,Food,Series B,118.0,2024,40.7127281,-74.0060152
1591,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,106.0,2024-02-15,17.0,623.0,517.0,Travel,Post-IPO,839.0,2024,37.7792588,-122.4193286
1592,Storytel,Stockholm,other,non,Sweden,Europe,80.0,2024-02-15,13.0,615.0,535.0,Consumer,Post-IPO,312.0,2024,59.3251172,18.0710935
1593,Toast,Boston,other,Massachusetts,USA,North America,550.0,2024-02-15,10.0,5500.0,4950.0,Food,Post-IPO,962.0,2024,42.3554334,-71.060511
1594,Farfetch,London,other,England,UK,Europe,2000.0,2024-02-16,25.0,8000.0,6000.0,Retail,Acquired,2.0,2024,51.4893335,-0.144055085
1595,Voi,Stockholm,other,non,Sweden,Europe,120.0,2024-02-16,12.0,1000.0,880.0,Transportation,Series D,515.0,2024,59.3251172,18.0710935
1600,Tails.com,London,other,England,UK,Europe,55.0,2024-02-20,25.0,220.0,165.0,Retail,Series A,5.0,2024,51.4893335,-0.144055085
1603,Finder,Sydney,other,New South Wales,Australia,Oceana,60.0,2024-02-21,17.0,353.0,292.0,Retail,Unknown,30.0,2024,-33.8698439,151.2082848
1609,Expedia,Seattle,Cascadia,Washington,USA,North America,1500.0,2024-02-26,8.0,18750.0,17250.0,Travel,Post-IPO,3.0,2024,47.6038321,-122.330062
1612,Bumble,Austin,other,Texas,USA,North America,350.0,2024-02-27,30.0,1167.0,817.0,Consumer,Post-IPO,313.0,2024,30.2711286,-97.7436995
1614,Sony Interactive,San Mateo,San Francisco Bay Area,California,USA,North America,900.0,2024-02-27,8.0,11250.0,10350.0,Consumer,Subsidiary,,2024,37.496904,-122.3330573
1615,Electronic Arts,Redwood City,San Francisco Bay Area,California,USA,North America,670.0,2024-02-28,5.0,13400.0,12730.0,Consumer,Post-IPO,2.0,2024,37.4863239,-122.232523
1617,Treasury Prime,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2024-02-28,40.0,100.0,60.0,Finance,Series C,71.0,2024,37.7792588,-122.4193286
1618,Vacasa,Portland,Cascadia,Oregon,USA,North America,320.0,2024-02-28,5.0,6400.0,6080.0,Travel,Post-IPO,834.0,2024,45.5202471,-122.674194
1621,Gro Intelligence,New York City,other,New York,USA,North America,90.0,2024-03-01,60.0,150.0,60.0,Food,Series B,118.0,2024,40.7127281,-74.0060152
